Ping size: 0
PING 88.80.187.84 (88.80.187.84) 0(28) bytes of data.
[1621803615.416033] 72 bytes from 88.80.187.84: icmp_seq=95 ttl=51 time=32.4 ms
[1621803616.416820] 72 bytes from 88.80.187.84: icmp_seq=96 ttl=51 time=31.6 ms
[1621803617.419880] 72 bytes from 88.80.187.84: icmp_seq=97 ttl=51 time=32.9 ms
[1621803618.420127] 72 bytes from 88.80.187.84: icmp_seq=98 ttl=51 time=32.1 ms
[1621803619.421643] 72 bytes from 88.80.187.84: icmp_seq=99 ttl=51 time=32.3 ms
[1621803620.423142] 72 bytes from 88.80.187.84: icmp_seq=100 ttl=51 time=32.3 ms

--- 88.80.187.84 ping statistics ---
100 packets transmitted, 100 received, 0% packet loss, time 99154ms
rtt min/avg/max/mdev = 31.585/32.708/35.159/0.507 ms
Ping size: 96
PING 88.80.187.84 (88.80.187.84) 96(124) bytes of data.
[1621803620.461200] 104 bytes from 88.80.187.84: icmp_seq=1 ttl=51 time=33.2 ms
[1621803621.462434] 104 bytes from 88.80.187.84: icmp_seq=2 ttl=51 time=33.0 ms
[1621803622.463096] 104 bytes from 88.80.187.84: icmp_seq=3 ttl=51 time=32.4 ms
[1621803623.465269] 104 bytes from 88.80.187.84: icmp_seq=4 ttl=51 time=32.9 ms
[1621803624.467072] 104 bytes from 88.80.187.84: icmp_seq=5 ttl=51 time=33.6 ms
[1621803625.467855] 104 bytes from 88.80.187.84: icmp_seq=6 ttl=51 time=33.0 ms
[1621803626.468685] 104 bytes from 88.80.187.84: icmp_seq=7 ttl=51 time=32.6 ms
[1621803627.470198] 104 bytes from 88.80.187.84: icmp_seq=8 ttl=51 time=32.3 ms
[1621803628.471607] 104 bytes from 88.80.187.84: icmp_seq=9 ttl=51 time=32.2 ms
[1621803629.472675] 104 bytes from 88.80.187.84: icmp_seq=10 ttl=51 time=31.8 ms
[1621803630.473721] 104 bytes from 88.80.187.84: icmp_seq=11 ttl=51 time=31.8 ms
[1621803631.475570] 104 bytes from 88.80.187.84: icmp_seq=12 ttl=51 time=32.6 ms
[1621803632.478125] 104 bytes from 88.80.187.84: icmp_seq=13 ttl=51 time=33.3 ms
[1621803633.479247] 104 bytes from 88.80.187.84: icmp_seq=14 ttl=51 time=32.9 ms
[1621803634.479913] 104 bytes from 88.80.187.84: icmp_seq=15 ttl=51 time=32.4 ms
[1621803635.481766] 104 bytes from 88.80.187.84: icmp_seq=16 ttl=51 time=32.6 ms
[1621803636.483485] 104 bytes from 88.80.187.84: icmp_seq=17 ttl=51 time=32.5 ms
[1621803637.485433] 104 bytes from 88.80.187.84: icmp_seq=18 ttl=51 time=32.7 ms
[1621803638.486688] 104 bytes from 88.80.187.84: icmp_seq=19 ttl=51 time=32.0 ms
[1621803639.487973] 104 bytes from 88.80.187.84: icmp_seq=20 ttl=51 time=32.2 ms
[1621803640.489505] 104 bytes from 88.80.187.84: icmp_seq=21 ttl=51 time=32.7 ms
[1621803641.490940] 104 bytes from 88.80.187.84: icmp_seq=22 ttl=51 time=32.2 ms
[1621803642.492702] 104 bytes from 88.80.187.84: icmp_seq=23 ttl=51 time=32.5 ms
[1621803643.493947] 104 bytes from 88.80.187.84: icmp_seq=24 ttl=51 time=32.0 ms
[1621803644.495745] 104 bytes from 88.80.187.84: icmp_seq=25 ttl=51 time=32.6 ms
[1621803645.497227] 104 bytes from 88.80.187.84: icmp_seq=26 ttl=51 time=32.2 ms
[1621803646.498751] 104 bytes from 88.80.187.84: icmp_seq=27 ttl=51 time=32.3 ms
[1621803647.500656] 104 bytes from 88.80.187.84: icmp_seq=28 ttl=51 time=32.6 ms
[1621803648.502009] 104 bytes from 88.80.187.84: icmp_seq=29 ttl=51 time=32.1 ms
[1621803649.503284] 104 bytes from 88.80.187.84: icmp_seq=30 ttl=51 time=32.0 ms
[1621803650.505591] 104 bytes from 88.80.187.84: icmp_seq=31 ttl=51 time=33.1 ms
[1621803651.506047] 104 bytes from 88.80.187.84: icmp_seq=32 ttl=51 time=32.2 ms
[1621803652.508314] 104 bytes from 88.80.187.84: icmp_seq=33 ttl=51 time=33.0 ms
[1621803653.509043] 104 bytes from 88.80.187.84: icmp_seq=34 ttl=51 time=32.5 ms
[1621803654.511384] 104 bytes from 88.80.187.84: icmp_seq=35 ttl=51 time=33.1 ms
[1621803655.511876] 104 bytes from 88.80.187.84: icmp_seq=36 ttl=51 time=32.2 ms
[1621803656.513795] 104 bytes from 88.80.187.84: icmp_seq=37 ttl=51 time=32.7 ms
[1621803657.516350] 104 bytes from 88.80.187.84: icmp_seq=38 ttl=51 time=33.4 ms
[1621803658.516572] 104 bytes from 88.80.187.84: icmp_seq=39 ttl=51 time=32.0 ms
[1621803659.518348] 104 bytes from 88.80.187.84: icmp_seq=40 ttl=51 time=32.5 ms
[1621803660.520745] 104 bytes from 88.80.187.84: icmp_seq=41 ttl=51 time=33.2 ms
[1621803661.521191] 104 bytes from 88.80.187.84: icmp_seq=42 ttl=51 time=32.2 ms
[1621803662.523565] 104 bytes from 88.80.187.84: icmp_seq=43 ttl=51 time=33.1 ms
[1621803663.524587] 104 bytes from 88.80.187.84: icmp_seq=44 ttl=51 time=32.8 ms
[1621803664.526378] 104 bytes from 88.80.187.84: icmp_seq=45 ttl=51 time=32.6 ms
[1621803665.528085] 104 bytes from 88.80.187.84: icmp_seq=46 ttl=51 time=32.5 ms
[1621803666.529667] 104 bytes from 88.80.187.84: icmp_seq=47 ttl=51 time=32.4 ms
[1621803667.531951] 104 bytes from 88.80.187.84: icmp_seq=48 ttl=51 time=33.1 ms
[1621803668.533267] 104 bytes from 88.80.187.84: icmp_seq=49 ttl=51 time=33.1 ms
[1621803669.534151] 104 bytes from 88.80.187.84: icmp_seq=50 ttl=51 time=32.7 ms
[1621803670.535860] 104 bytes from 88.80.187.84: icmp_seq=51 ttl=51 time=32.5 ms
[1621803671.538211] 104 bytes from 88.80.187.84: icmp_seq=52 ttl=51 time=33.1 ms
[1621803672.541515] 104 bytes from 88.80.187.84: icmp_seq=53 ttl=51 time=35.1 ms
[1621803673.540669] 104 bytes from 88.80.187.84: icmp_seq=54 ttl=51 time=33.0 ms
[1621803674.542093] 104 bytes from 88.80.187.84: icmp_seq=55 ttl=51 time=33.2 ms
[1621803675.543121] 104 bytes from 88.80.187.84: icmp_seq=56 ttl=51 time=32.8 ms
[1621803676.544417] 104 bytes from 88.80.187.84: icmp_seq=57 ttl=51 time=32.1 ms
[1621803677.545439] 104 bytes from 88.80.187.84: icmp_seq=58 ttl=51 time=32.6 ms
[1621803678.547196] 104 bytes from 88.80.187.84: icmp_seq=59 ttl=51 time=32.5 ms
[1621803679.549428] 104 bytes from 88.80.187.84: icmp_seq=60 ttl=51 time=33.0 ms
[1621803680.549894] 104 bytes from 88.80.187.84: icmp_seq=61 ttl=51 time=33.1 ms
[1621803681.551464] 104 bytes from 88.80.187.84: icmp_seq=62 ttl=51 time=33.4 ms
[1621803682.552934] 104 bytes from 88.80.187.84: icmp_seq=63 ttl=51 time=33.2 ms
[1621803683.554457] 104 bytes from 88.80.187.84: icmp_seq=64 ttl=51 time=33.3 ms
[1621803684.555662] 104 bytes from 88.80.187.84: icmp_seq=65 ttl=51 time=32.9 ms
[1621803685.556914] 104 bytes from 88.80.187.84: icmp_seq=66 ttl=51 time=33.0 ms
[1621803686.557503] 104 bytes from 88.80.187.84: icmp_seq=67 ttl=51 time=32.6 ms
[1621803687.559492] 104 bytes from 88.80.187.84: icmp_seq=68 ttl=51 time=32.7 ms
[1621803688.562166] 104 bytes from 88.80.187.84: icmp_seq=69 ttl=51 time=33.5 ms
[1621803689.562931] 104 bytes from 88.80.187.84: icmp_seq=70 ttl=51 time=32.5 ms
[1621803690.564511] 104 bytes from 88.80.187.84: icmp_seq=71 ttl=51 time=32.3 ms
[1621803691.566719] 104 bytes from 88.80.187.84: icmp_seq=72 ttl=51 time=33.0 ms
[1621803692.567699] 104 bytes from 88.80.187.84: icmp_seq=73 ttl=51 time=32.8 ms
[1621803693.569945] 104 bytes from 88.80.187.84: icmp_seq=74 ttl=51 time=33.0 ms
[1621803694.570541] 104 bytes from 88.80.187.84: icmp_seq=75 ttl=51 time=32.3 ms
[1621803695.572534] 104 bytes from 88.80.187.84: icmp_seq=76 ttl=51 time=32.7 ms
[1621803696.574488] 104 bytes from 88.80.187.84: icmp_seq=77 ttl=51 time=32.7 ms
[1621803697.576208] 104 bytes from 88.80.187.84: icmp_seq=78 ttl=51 time=32.5 ms
[1621803698.577961] 104 bytes from 88.80.187.84: icmp_seq=79 ttl=51 time=32.5 ms
[1621803699.579738] 104 bytes from 88.80.187.84: icmp_seq=80 ttl=51 time=32.6 ms
[1621803700.581751] 104 bytes from 88.80.187.84: icmp_seq=81 ttl=51 time=32.8 ms
[1621803701.584096] 104 bytes from 88.80.187.84: icmp_seq=82 ttl=51 time=33.1 ms
[1621803702.585569] 104 bytes from 88.80.187.84: icmp_seq=83 ttl=51 time=33.2 ms
[1621803703.586253] 104 bytes from 88.80.187.84: icmp_seq=84 ttl=51 time=32.4 ms
[1621803704.588567] 104 bytes from 88.80.187.84: icmp_seq=85 ttl=51 time=33.1 ms
[1621803705.589453] 104 bytes from 88.80.187.84: icmp_seq=86 ttl=51 time=32.6 ms
[1621803706.591286] 104 bytes from 88.80.187.84: icmp_seq=87 ttl=51 time=32.6 ms
[1621803707.593768] 104 bytes from 88.80.187.84: icmp_seq=88 ttl=51 time=33.2 ms
[1621803708.595280] 104 bytes from 88.80.187.84: icmp_seq=89 ttl=51 time=33.3 ms
[1621803709.595778] 104 bytes from 88.80.187.84: icmp_seq=90 ttl=51 time=32.3 ms
[1621803710.598040] 104 bytes from 88.80.187.84: icmp_seq=91 ttl=51 time=33.0 ms
[1621803711.598732] 104 bytes from 88.80.187.84: icmp_seq=92 ttl=51 time=32.4 ms
[1621803712.600270] 104 bytes from 88.80.187.84: icmp_seq=93 ttl=51 time=32.3 ms
[1621803713.601686] 104 bytes from 88.80.187.84: icmp_seq=94 ttl=51 time=32.2 ms
[1621803714.603797] 104 bytes from 88.80.187.84: icmp_seq=95 ttl=51 time=32.9 ms
[1621803715.604813] 104 bytes from 88.80.187.84: icmp_seq=96 ttl=51 time=32.8 ms
[1621803716.606376] 104 bytes from 88.80.187.84: icmp_seq=97 ttl=51 time=32.3 ms
[1621803717.608081] 104 bytes from 88.80.187.84: icmp_seq=98 ttl=51 time=32.5 ms
[1621803718.610682] 104 bytes from 88.80.187.84: icmp_seq=99 ttl=51 time=33.4 ms
[1621803719.612404] 104 bytes from 88.80.187.84: icmp_seq=100 ttl=51 time=33.5 ms

--- 88.80.187.84 ping statistics ---
100 packets transmitted, 100 received, 0% packet loss, time 99152ms
rtt min/avg/max/mdev = 31.788/32.719/35.143/0.476 ms
Ping size: 128
PING 88.80.187.84 (88.80.187.84) 128(156) bytes of data.
[1621803719.650033] 136 bytes from 88.80.187.84: icmp_seq=1 ttl=51 time=32.8 ms
[1621803720.651774] 136 bytes from 88.80.187.84: icmp_seq=2 ttl=51 time=32.5 ms
[1621803721.653524] 136 bytes from 88.80.187.84: icmp_seq=3 ttl=51 time=32.5 ms
[1621803722.655013] 136 bytes from 88.80.187.84: icmp_seq=4 ttl=51 time=32.2 ms
[1621803723.656201] 136 bytes from 88.80.187.84: icmp_seq=5 ttl=51 time=32.0 ms
[1621803724.658081] 136 bytes from 88.80.187.84: icmp_seq=6 ttl=51 time=32.7 ms
[1621803725.660043] 136 bytes from 88.80.187.84: icmp_seq=7 ttl=51 time=32.7 ms
[1621803726.662019] 136 bytes from 88.80.187.84: icmp_seq=8 ttl=51 time=32.7 ms
[1621803727.664028] 136 bytes from 88.80.187.84: icmp_seq=9 ttl=51 time=32.8 ms
[1621803728.665310] 136 bytes from 88.80.187.84: icmp_seq=10 ttl=51 time=32.0 ms
[1621803729.666813] 136 bytes from 88.80.187.84: icmp_seq=11 ttl=51 time=32.3 ms
[1621803730.668686] 136 bytes from 88.80.187.84: icmp_seq=12 ttl=51 time=32.6 ms
[1621803731.670354] 136 bytes from 88.80.187.84: icmp_seq=13 ttl=51 time=32.5 ms
[1621803732.672058] 136 bytes from 88.80.187.84: icmp_seq=14 ttl=51 time=32.5 ms
[1621803733.673062] 136 bytes from 88.80.187.84: icmp_seq=15 ttl=51 time=31.8 ms
[1621803734.675848] 136 bytes from 88.80.187.84: icmp_seq=16 ttl=51 time=32.5 ms
[1621803735.677385] 136 bytes from 88.80.187.84: icmp_seq=17 ttl=51 time=32.3 ms
[1621803736.678557] 136 bytes from 88.80.187.84: icmp_seq=18 ttl=51 time=31.9 ms
[1621803737.679948] 136 bytes from 88.80.187.84: icmp_seq=19 ttl=51 time=32.2 ms
[1621803738.681669] 136 bytes from 88.80.187.84: icmp_seq=20 ttl=51 time=32.5 ms
[1621803739.683652] 136 bytes from 88.80.187.84: icmp_seq=21 ttl=51 time=32.7 ms
[1621803740.685671] 136 bytes from 88.80.187.84: icmp_seq=22 ttl=51 time=32.8 ms
[1621803741.687615] 136 bytes from 88.80.187.84: icmp_seq=23 ttl=51 time=32.7 ms
[1621803742.688669] 136 bytes from 88.80.187.84: icmp_seq=24 ttl=51 time=31.8 ms
[1621803743.691002] 136 bytes from 88.80.187.84: icmp_seq=25 ttl=51 time=32.1 ms
[1621803744.692894] 136 bytes from 88.80.187.84: icmp_seq=26 ttl=51 time=32.7 ms
[1621803745.695320] 136 bytes from 88.80.187.84: icmp_seq=27 ttl=51 time=33.2 ms
[1621803746.695771] 136 bytes from 88.80.187.84: icmp_seq=28 ttl=51 time=32.2 ms
[1621803747.697987] 136 bytes from 88.80.187.84: icmp_seq=29 ttl=51 time=33.0 ms
[1621803748.699261] 136 bytes from 88.80.187.84: icmp_seq=30 ttl=51 time=33.0 ms
[1621803749.700023] 136 bytes from 88.80.187.84: icmp_seq=31 ttl=51 time=32.5 ms
[1621803750.701586] 136 bytes from 88.80.187.84: icmp_seq=32 ttl=51 time=32.3 ms
[1621803751.703755] 136 bytes from 88.80.187.84: icmp_seq=33 ttl=51 time=32.9 ms
[1621803752.703973] 136 bytes from 88.80.187.84: icmp_seq=34 ttl=51 time=32.0 ms
[1621803753.706265] 136 bytes from 88.80.187.84: icmp_seq=35 ttl=51 time=33.1 ms
[1621803754.706558] 136 bytes from 88.80.187.84: icmp_seq=36 ttl=51 time=32.0 ms
[1621803755.708228] 136 bytes from 88.80.187.84: icmp_seq=37 ttl=51 time=32.4 ms
[1621803756.710868] 136 bytes from 88.80.187.84: icmp_seq=38 ttl=51 time=33.4 ms
[1621803757.712295] 136 bytes from 88.80.187.84: icmp_seq=39 ttl=51 time=33.2 ms
[1621803758.713045] 136 bytes from 88.80.187.84: icmp_seq=40 ttl=51 time=32.5 ms
[1621803759.715447] 136 bytes from 88.80.187.84: icmp_seq=41 ttl=51 time=33.1 ms
[1621803760.716060] 136 bytes from 88.80.187.84: icmp_seq=42 ttl=51 time=32.4 ms
[1621803761.716837] 136 bytes from 88.80.187.84: icmp_seq=43 ttl=51 time=31.5 ms
[1621803762.719783] 136 bytes from 88.80.187.84: icmp_seq=44 ttl=51 time=32.7 ms
[1621803763.722063] 136 bytes from 88.80.187.84: icmp_seq=45 ttl=51 time=33.1 ms
[1621803764.723074] 136 bytes from 88.80.187.84: icmp_seq=46 ttl=51 time=32.7 ms
[1621803765.725306] 136 bytes from 88.80.187.84: icmp_seq=47 ttl=51 time=32.9 ms
[1621803766.725735] 136 bytes from 88.80.187.84: icmp_seq=48 ttl=51 time=32.2 ms
[1621803767.728386] 136 bytes from 88.80.187.84: icmp_seq=49 ttl=51 time=33.4 ms
[1621803768.729651] 136 bytes from 88.80.187.84: icmp_seq=50 ttl=51 time=33.0 ms
[1621803769.730293] 136 bytes from 88.80.187.84: icmp_seq=51 ttl=51 time=32.4 ms
[1621803770.732095] 136 bytes from 88.80.187.84: icmp_seq=52 ttl=51 time=32.6 ms
[1621803771.734098] 136 bytes from 88.80.187.84: icmp_seq=53 ttl=51 time=32.8 ms
[1621803772.736098] 136 bytes from 88.80.187.84: icmp_seq=54 ttl=51 time=32.8 ms
[1621803773.737671] 136 bytes from 88.80.187.84: icmp_seq=55 ttl=51 time=32.3 ms
[1621803774.739715] 136 bytes from 88.80.187.84: icmp_seq=56 ttl=51 time=32.8 ms
[1621803775.741215] 136 bytes from 88.80.187.84: icmp_seq=57 ttl=51 time=33.3 ms
[1621803776.741824] 136 bytes from 88.80.187.84: icmp_seq=58 ttl=51 time=32.4 ms
[1621803777.743709] 136 bytes from 88.80.187.84: icmp_seq=59 ttl=51 time=32.7 ms
[1621803778.745679] 136 bytes from 88.80.187.84: icmp_seq=60 ttl=51 time=32.7 ms
[1621803779.748160] 136 bytes from 88.80.187.84: icmp_seq=61 ttl=51 time=33.3 ms
[1621803780.748919] 136 bytes from 88.80.187.84: icmp_seq=62 ttl=51 time=32.5 ms
[1621803781.751297] 136 bytes from 88.80.187.84: icmp_seq=63 ttl=51 time=33.1 ms
[1621803782.751901] 136 bytes from 88.80.187.84: icmp_seq=64 ttl=51 time=32.4 ms
[1621803783.754469] 136 bytes from 88.80.187.84: icmp_seq=65 ttl=51 time=33.3 ms
[1621803784.755679] 136 bytes from 88.80.187.84: icmp_seq=66 ttl=51 time=33.0 ms
[1621803785.756675] 136 bytes from 88.80.187.84: icmp_seq=67 ttl=51 time=32.7 ms
[1621803786.759171] 136 bytes from 88.80.187.84: icmp_seq=68 ttl=51 time=33.3 ms
[1621803787.759489] 136 bytes from 88.80.187.84: icmp_seq=69 ttl=51 time=32.1 ms
[1621803788.761955] 136 bytes from 88.80.187.84: icmp_seq=70 ttl=51 time=33.2 ms
[1621803789.762683] 136 bytes from 88.80.187.84: icmp_seq=71 ttl=51 time=32.9 ms
[1621803790.763851] 136 bytes from 88.80.187.84: icmp_seq=72 ttl=51 time=33.0 ms
[1621803791.764713] 136 bytes from 88.80.187.84: icmp_seq=73 ttl=51 time=32.6 ms
[1621803792.766652] 136 bytes from 88.80.187.84: icmp_seq=74 ttl=51 time=32.8 ms
[1621803793.767568] 136 bytes from 88.80.187.84: icmp_seq=75 ttl=51 time=32.7 ms
[1621803794.768686] 136 bytes from 88.80.187.84: icmp_seq=76 ttl=51 time=32.9 ms
[1621803795.769751] 136 bytes from 88.80.187.84: icmp_seq=77 ttl=51 time=32.9 ms
[1621803796.771012] 136 bytes from 88.80.187.84: icmp_seq=78 ttl=51 time=33.1 ms
[1621803797.772137] 136 bytes from 88.80.187.84: icmp_seq=79 ttl=51 time=32.9 ms
[1621803798.773767] 136 bytes from 88.80.187.84: icmp_seq=80 ttl=51 time=33.4 ms
[1621803799.774706] 136 bytes from 88.80.187.84: icmp_seq=81 ttl=51 time=32.7 ms
[1621803800.776641] 136 bytes from 88.80.187.84: icmp_seq=82 ttl=51 time=32.9 ms
[1621803801.777207] 136 bytes from 88.80.187.84: icmp_seq=83 ttl=51 time=32.4 ms
[1621803802.778776] 136 bytes from 88.80.187.84: icmp_seq=84 ttl=51 time=32.9 ms
[1621803803.779532] 136 bytes from 88.80.187.84: icmp_seq=85 ttl=51 time=32.5 ms
[1621803804.781655] 136 bytes from 88.80.187.84: icmp_seq=86 ttl=51 time=32.9 ms
[1621803805.783261] 136 bytes from 88.80.187.84: icmp_seq=87 ttl=51 time=32.4 ms
[1621803806.785008] 136 bytes from 88.80.187.84: icmp_seq=88 ttl=51 time=32.5 ms
[1621803807.786008] 136 bytes from 88.80.187.84: icmp_seq=89 ttl=51 time=32.1 ms
[1621803808.788019] 136 bytes from 88.80.187.84: icmp_seq=90 ttl=51 time=32.8 ms
[1621803809.790029] 136 bytes from 88.80.187.84: icmp_seq=91 ttl=51 time=32.8 ms
[1621803810.792010] 136 bytes from 88.80.187.84: icmp_seq=92 ttl=51 time=32.8 ms
[1621803811.794554] 136 bytes from 88.80.187.84: icmp_seq=93 ttl=51 time=33.4 ms
[1621803812.794998] 136 bytes from 88.80.187.84: icmp_seq=94 ttl=51 time=32.3 ms
[1621803813.797271] 136 bytes from 88.80.187.84: icmp_seq=95 ttl=51 time=33.1 ms
[1621803814.798026] 136 bytes from 88.80.187.84: icmp_seq=96 ttl=51 time=32.5 ms
[1621803815.799645] 136 bytes from 88.80.187.84: icmp_seq=97 ttl=51 time=32.4 ms
[1621803816.802285] 136 bytes from 88.80.187.84: icmp_seq=98 ttl=51 time=33.4 ms
[1621803817.803574] 136 bytes from 88.80.187.84: icmp_seq=99 ttl=51 time=33.1 ms
[1621803818.805029] 136 bytes from 88.80.187.84: icmp_seq=100 ttl=51 time=33.3 ms

--- 88.80.187.84 ping statistics ---
100 packets transmitted, 100 received, 0% packet loss, time 99155ms
rtt min/avg/max/mdev = 31.547/32.673/33.436/0.407 ms
Ping size: 160
PING 88.80.187.84 (88.80.187.84) 160(188) bytes of data.
[1621803818.841251] 168 bytes from 88.80.187.84: icmp_seq=1 ttl=51 time=32.6 ms
[1621803819.843201] 168 bytes from 88.80.187.84: icmp_seq=2 ttl=51 time=32.7 ms
[1621803820.844715] 168 bytes from 88.80.187.84: icmp_seq=3 ttl=51 time=32.3 ms
[1621803821.847227] 168 bytes from 88.80.187.84: icmp_seq=4 ttl=51 time=33.3 ms
[1621803822.847533] 168 bytes from 88.80.187.84: icmp_seq=5 ttl=51 time=32.1 ms
[1621803823.848985] 168 bytes from 88.80.187.84: icmp_seq=6 ttl=51 time=32.2 ms
[1621803824.850875] 168 bytes from 88.80.187.84: icmp_seq=7 ttl=51 time=32.7 ms
[1621803825.852579] 168 bytes from 88.80.187.84: icmp_seq=8 ttl=51 time=32.5 ms
[1621803826.853980] 168 bytes from 88.80.187.84: icmp_seq=9 ttl=51 time=32.2 ms
[1621803827.855555] 168 bytes from 88.80.187.84: icmp_seq=10 ttl=51 time=32.4 ms
[1621803828.857365] 168 bytes from 88.80.187.84: icmp_seq=11 ttl=51 time=32.6 ms
[1621803829.858755] 168 bytes from 88.80.187.84: icmp_seq=12 ttl=51 time=32.2 ms
[1621803830.860412] 168 bytes from 88.80.187.84: icmp_seq=13 ttl=51 time=32.5 ms
[1621803831.862129] 168 bytes from 88.80.187.84: icmp_seq=14 ttl=51 time=32.5 ms
[1621803832.864029] 168 bytes from 88.80.187.84: icmp_seq=15 ttl=51 time=32.7 ms
[1621803833.865678] 168 bytes from 88.80.187.84: icmp_seq=16 ttl=51 time=32.4 ms
[1621803834.867080] 168 bytes from 88.80.187.84: icmp_seq=17 ttl=51 time=32.2 ms
[1621803835.868363] 168 bytes from 88.80.187.84: icmp_seq=18 ttl=51 time=32.1 ms
[1621803836.869413] 168 bytes from 88.80.187.84: icmp_seq=19 ttl=51 time=31.9 ms
[1621803837.872511] 168 bytes from 88.80.187.84: icmp_seq=20 ttl=51 time=32.9 ms
[1621803838.873370] 168 bytes from 88.80.187.84: icmp_seq=21 ttl=51 time=32.7 ms
[1621803839.875756] 168 bytes from 88.80.187.84: icmp_seq=22 ttl=51 time=33.2 ms
[1621803840.875867] 168 bytes from 88.80.187.84: icmp_seq=23 ttl=51 time=31.9 ms
[1621803841.877948] 168 bytes from 88.80.187.84: icmp_seq=24 ttl=51 time=32.9 ms
[1621803842.878606] 168 bytes from 88.80.187.84: icmp_seq=25 ttl=51 time=32.5 ms
[1621803843.880830] 168 bytes from 88.80.187.84: icmp_seq=26 ttl=51 time=33.0 ms
[1621803844.882058] 168 bytes from 88.80.187.84: icmp_seq=27 ttl=51 time=33.0 ms
[1621803845.882438] 168 bytes from 88.80.187.84: icmp_seq=28 ttl=51 time=32.6 ms
[1621803846.884200] 168 bytes from 88.80.187.84: icmp_seq=29 ttl=51 time=32.6 ms
[1621803847.886168] 168 bytes from 88.80.187.84: icmp_seq=30 ttl=51 time=32.8 ms
[1621803848.888248] 168 bytes from 88.80.187.84: icmp_seq=31 ttl=51 time=32.9 ms
[1621803849.888991] 168 bytes from 88.80.187.84: icmp_seq=32 ttl=51 time=32.5 ms
[1621803850.891401] 168 bytes from 88.80.187.84: icmp_seq=33 ttl=51 time=33.2 ms
[1621803851.892853] 168 bytes from 88.80.187.84: icmp_seq=34 ttl=51 time=33.2 ms
[1621803852.893490] 168 bytes from 88.80.187.84: icmp_seq=35 ttl=51 time=32.4 ms
[1621803853.895424] 168 bytes from 88.80.187.84: icmp_seq=36 ttl=51 time=32.7 ms
[1621803854.897198] 168 bytes from 88.80.187.84: icmp_seq=37 ttl=51 time=32.6 ms
[1621803855.898698] 168 bytes from 88.80.187.84: icmp_seq=38 ttl=51 time=32.9 ms
[1621803856.899958] 168 bytes from 88.80.187.84: icmp_seq=39 ttl=51 time=33.1 ms
[1621803857.901708] 168 bytes from 88.80.187.84: icmp_seq=40 ttl=51 time=33.6 ms
[1621803858.905727] 168 bytes from 88.80.187.84: icmp_seq=41 ttl=51 time=35.8 ms
[1621803859.903244] 168 bytes from 88.80.187.84: icmp_seq=42 ttl=51 time=32.3 ms
[1621803860.903543] 168 bytes from 88.80.187.84: icmp_seq=43 ttl=51 time=32.1 ms
[1621803861.904962] 168 bytes from 88.80.187.84: icmp_seq=44 ttl=51 time=33.2 ms
[1621803862.905359] 168 bytes from 88.80.187.84: icmp_seq=45 ttl=51 time=33.2 ms
[1621803863.905250] 168 bytes from 88.80.187.84: icmp_seq=46 ttl=51 time=32.7 ms
[1621803864.906088] 168 bytes from 88.80.187.84: icmp_seq=47 ttl=51 time=32.6 ms
[1621803865.907897] 168 bytes from 88.80.187.84: icmp_seq=48 ttl=51 time=33.6 ms
[1621803866.907565] 168 bytes from 88.80.187.84: icmp_seq=49 ttl=51 time=32.5 ms
[1621803867.909006] 168 bytes from 88.80.187.84: icmp_seq=50 ttl=51 time=33.2 ms
[1621803868.908574] 168 bytes from 88.80.187.84: icmp_seq=51 ttl=51 time=32.4 ms
[1621803869.909590] 168 bytes from 88.80.187.84: icmp_seq=52 ttl=51 time=32.8 ms
[1621803870.911024] 168 bytes from 88.80.187.84: icmp_seq=53 ttl=51 time=33.2 ms
[1621803871.910055] 168 bytes from 88.80.187.84: icmp_seq=54 ttl=51 time=31.8 ms
[1621803872.912615] 168 bytes from 88.80.187.84: icmp_seq=55 ttl=51 time=33.4 ms
[1621803873.912385] 168 bytes from 88.80.187.84: icmp_seq=56 ttl=51 time=32.6 ms
[1621803874.913402] 168 bytes from 88.80.187.84: icmp_seq=57 ttl=51 time=32.8 ms
[1621803875.914373] 168 bytes from 88.80.187.84: icmp_seq=58 ttl=51 time=32.8 ms
[1621803876.915646] 168 bytes from 88.80.187.84: icmp_seq=59 ttl=51 time=33.1 ms
[1621803877.915374] 168 bytes from 88.80.187.84: icmp_seq=60 ttl=51 time=32.5 ms
[1621803878.916051] 168 bytes from 88.80.187.84: icmp_seq=61 ttl=51 time=32.5 ms
[1621803879.917084] 168 bytes from 88.80.187.84: icmp_seq=62 ttl=51 time=32.8 ms
[1621803880.917382] 168 bytes from 88.80.187.84: icmp_seq=63 ttl=51 time=33.1 ms
